representative	clustername	nObs	min_qupm	max_qupm	nCoeffsH0	nCoeffsH1	rssH0	rssH1	df1	df2	F_statistic	pEC50H1	slopeH1	pEC50_slopeH1	detected_effectH1	nObsRound	pi	FDR
YHFA	YHFA	50	2	3	10	24	2.48022510687842	0.600013317023014	14	26	6.11072373682754	6.54146877746773	3.2997075225442	0.0181821637105772	expression/solubility	50	0.692041522491349	0.0157813522865426
DEOC	DEOC	50	11	24	10	24	1.10872049523748	0.254794953250208	14	26	6.08319538972281	6.71379403612062	-1.53912123944517	0.00817416731162733	stability	50	0.690976843225978	0.0157040191642268
YEBF	YEBF	50	2	6	10	24	3.61429792823368	0.891548088184324	14	26	6.06419469759836	6.46572059789363	2.64890335050253	0.0139948848709773	expression/solubility	50	0.689948892674617	0.0157438002355282
QUEG	QUEG	30	2	3	6	16	0.608513947467505	0.100662364319159	10	14	6.05860677683409	7.09978498587145	-8.85794972612974	0.00405359075691471	expression/solubility	30	0.797334558823529	0.0411527514231499
SLYD	SLYD	50	2	5	10	24	1.23557781312376	0.288637712943707	14	26	6.04004551888463	7.30788655652529	5.55084561201237	-0.00597433450846563	stability	50	0.688920832667838	0.0157829689089455
YDIE	YDIE	50	2	4	10	24	12.2532542866852	3.09602286853013	14	26	6.03471965145184	6.81347484549349	7.44918690441969	-0.00293016328402486	expression/solubility	50	0.687856040036203	0.0157060462474933
LEUS	LEUS	50	2	45	10	24	3.19617451453046	0.791357513892075	14	26	6.00560477690951	7.45120521013212	-4.21936027141574	0.00861512642435225	stability	50	0.686791247404568	0.0156296347000707
RPSM	RPSM	50	6	11	10	24	2.13833722644043	0.521699464530995	14	26	5.99344374324183	7.22157855230191	-3.4689790836151	0.0193361362461892	stability	50	0.685726454772933	0.0155537291893861
YDFZ	YDFZ	50	3	4	10	24	2.32919818708086	0.571689469241936	14	26	5.97867558436529	6.711577659613	1.67387381517276	0.0145585212919388	stability	50	0.684771033013845	0.015819792841904
PANC	PANC	30	8	15	6	16	1.9123079231981	0.393245675247876	10	14	5.97764461589043	6.72955713357119	0.710170605982899	0.0272690498410022	stability	30	0.795310883806459	0.0418807327110848
CLPB	CLPB	40	21	52	8	20	1.17424467678488	0.255815197983187	12	20	5.93627175442644	5.69897000433602	6.94351487126431	-0.0165566795597762	expression/solubility	40	0.673792450277364	0.0187466447859428
SPEB	SPEB	50	6	9	10	24	0.278965373898432	0.0462286891489062	14	26	5.92366932273418	7.69897000433602	-4.78864733416969	0.021866393386025	expression/solubility	50	0.683851725607158	0.0161964882380643
PLSX	PLSX	50	3	5	10	24	1.21386047885141	0.287906682022065	14	26	5.91956250840861	5.69897000433602	-1.11494229057863	-0.0214262221885653	stability	50	0.682786536003409	0.0161182395384411
ARCA	ARCA	50	5	15	10	24	0.93093838970584	0.215093969606189	14	26	5.90958660916929	5.69897000433602	14.7385750697893	-0.0143662644918549	expression/solubility	50	0.681757656458056	0.0161527549324213
VALS	VALS	40	9	57	8	20	2.22897846189369	0.517568311963136	12	20	5.90343414747402	7.69897000433602	-2.96618640958167	0.0170473806143749	stability	40	0.67108645650115	0.0185219861994317
FTSZ	FTSZ	50	2	25	10	24	2.03697111534729	0.502600281354379	14	26	5.89060522983814	6.25812173914392	-3.75208391469344	0.0085983579199919	stability	50	0.680728667305848	0.0161867077242107
YHBY	YHBY	50	3	7	10	24	3.09383143409663	0.780877679397097	14	26	5.85040190485066	6.57169933218625	2.00405044242599	0.010407562694926	stability	50	0.679808204581779	0.0165537712154654
YDCS	YDCS	50	3	7	10	24	1.93348947840622	0.478697262881003	14	26	5.84505987184145	7.13739803602284	3.77132461412091	0.0181574804220877	expression/solubility	50	0.678778837444723	0.0165850492644261
ISPU	ISPU	30	4	6	6	16	0.437054381052875	0.0659971463711072	10	14	5.83001981397222	5.69897000433602	-6.72594658159563	-0.0151165128404101	expression/solubility	30	0.793468261269549	0.043431946932649
OPPD	OPPD	40	2	11	8	20	1.26757354308714	0.283459468574317	12	20	5.82343175782673	5.70666128940971	-9.25579790660129	-0.0245872740884993	stability	40	0.668651867893882	0.0191043390826823
MPAA	MPAA	40	2	3	8	20	1.21612364471044	0.270942417957302	12	20	5.81551496554359	7.69897000433602	4.73239393555932	0.02214372157586	expression/solubility	40	0.665944775311316	0.0188771747332341
MPL	MPL	50	2	15	10	24	2.50587348295343	0.631017716793228	14	26	5.80959103848255	6.7102432106872	6.95512251338617	0.0125184859197521	stability	50	0.677785474503117	0.0167259963869318
LPXM	LPXM	30	9	10	6	16	0.370104889860663	0.0510139605602874	10	14	5.80958936386374	6.70776819875199	-7.38787613122898	0.00253138765124083	stability	30	0.791259344450834	0.043271995399655
YBEL	YBEL	50	5	8	10	24	5.22843071312956	1.34921531906578	14	26	5.78293278943838	6.5687655471729	3.65657062794098	0.0181636096338284	expression/solubility	50	0.676719774071509	0.0166460008734632
ERA	ERA	30	5	13	6	16	0.957355919377883	0.186015677241958	10	14	5.77766430389867	6.61806119980353	-3.81803807386715	0.0175708132000433	stability	30	0.788959171937895	0.0427013984811747
ATPE	ATPE	40	2	2	8	20	2.47601240403546	0.590654256553699	12	20	5.75423602603028	5.69897000433602	-1.17922726760257	-0.0440247373015593	stability	40	0.663237682728749	0.0186535598267461
YGGU	YGGU	30	2	3	6	16	0.397126107860544	0.0579749674775782	10	14	5.7506067182769	7.69897000433602	-0.313941582334872	0.0687979090772371	stability	30	0.786749482401656	0.0425486964972324
LPTG	LPTG	50	3	10	10	24	1.81358219110651	0.45413976994449	14	26	5.73627632663522	6.44821941551183	-4.35200444139871	-0.0027177771561311	stability	50	0.6756540736399	0.0165665181517475
DEDA	DEDA	50	2	4	10	24	0.816828123051643	0.191136567748436	14	26	5.71296301548594	7.69897000433602	-4.81679454122097	0.0238956998542881	expression/solubility	50	0.674624320579772	0.0165961893561158
NNR	NNR	30	2	5	6	16	1.71162501757653	0.36307678679923	10	14	5.70056859043745	6.47530105735343	3.863199587337	0.016245629281737	expression/solubility	30	0.784719825106432	0.0431992226952531
RPLW	RPLW	50	4	8	10	24	1.84691565111387	0.465584351859132	14	26	5.69533754930696	7.69897000433602	-5.74487467468471	0.0191040870052292	stability	50	0.673630356000853	0.0167334929197664
DCP	DCP	50	3	18	10	24	6.88315508111398	1.80616770614826	14	26	5.68994207741402	7.69897000433602	2.55255497777752	0.0116606949514116	stability	50	0.672564485184396	0.0166539777283755
SECB	SECB	50	4	5	10	24	0.71132722747238	0.164143768542399	14	26	5.67389040432749	6.30377155452835	-2.84590442343164	-0.033328938788128	expression/solubility	50	0.671534402814049	0.016682104626868
HMP	HMP	30	7	12	6	16	1.32942391641701	0.276037645185835	10	14	5.66635545277998	6.58794086275015	6.23835223775702	0.00560494646977331	expression/solubility	30	0.782418593947762	0.042641813370153
OBGE	OBGE	30	10	17	6	16	1.05089830563534	0.211339769074701	10	14	5.66335858288982	6.59329903607109	-3.87199503691743	0.0165211603494338	stability	30	0.780117362789092	0.0420954418534708
IADA	IADA	50	11	14	10	24	0.429303338290618	0.0892815203359347	14	26	5.65237441819864	6.169304576195	-1.87651680121159	0.0117058585952142	expression/solubility	50	0.670468475190535	0.0166030836916268
ILVC	ILVC	30	13	21	6	16	0.950467857024608	0.188468590286309	10	14	5.64730208710733	6.63749554300406	1.4979028777628	0.00493635884571428	stability	30	0.777816131630422	0.0415597835037824
RIMK	RIMK	50	2	8	10	24	3.57846632764391	0.932661343285881	14	26	5.64240851553762	6.54432734008804	3.28657421016633	0.0150869560497021	expression/solubility	50	0.66940254756702	0.0165245597433997
POTC	POTC	50	2	3	10	24	0.984853538701549	0.238582796671837	14	26	5.63150929269573	7.69897000433602	-5.11217618570223	0.0209151195271942	expression/solubility	50	0.668407867384468	0.0166578136229045
MLTA	MLTA	50	8	12	10	24	2.16404781898707	0.554995089273882	14	26	5.62858416261686	6.54247025264402	-2.97698321784397	0.0149129489725672	stability	50	0.667341826128671	0.0165792734928842
GHRB	GHRB	30	5	9	6	16	1.09678049529148	0.22395684801232	10	14	5.60984583111135	6.76441886888822	1.95462759102212	0.0215657904009464	expression/solubility	30	0.775693405455173	0.0417970718473419
TALB	TALB	50	12	26	10	24	0.62905463207926	0.144431076658178	14	26	5.57777441444333	7.69897000433602	-1.67341181463121	0.00358198872253922	stability	50	0.666382343533426	0.0168152553975724
WAAA	WAAA	30	9	10	6	16	0.51163301419003	0.0880278019988144	10	14	5.53956032177649	5.69897000433602	-15.4741865994851	-0.0122015105193196	stability	30	0.77365876122496	0.042402451336368
RPSO	RPSO	50	3	8	10	24	1.01785659180299	0.250931334411866	14	26	5.53728908862575	7.69897000433602	-5.36914908711074	0.0223760388147312	stability	50	0.665387076135637	0.0169446398270566
RPLB	RPLB	50	17	24	10	24	1.46301777443188	0.371911415947482	14	26	5.53476152797639	6.51876765296717	-4.06667209686902	0.0106418158147922	stability	50	0.664320750693112	0.0168651088411254
TUFA	TUFA	40	22	36	8	20	0.273746995171315	0.0386192755984729	12	20	5.52707045495266	5.69897000433602	-1.80041050776683	-0.0221493154912675	expression/solubility	40	0.660888407367281	0.0194680306046176
GPMB	GPMB	40	8	10	8	20	1.07560904395772	0.246951158954709	12	20	5.51934812604254	6.05564111497691	-4.6143157446797	-0.00767773999731501	expression/solubility	40	0.658179848320693	0.0192391032586049
IHFA	IHFA	50	7	8	10	24	1.80061345715024	0.466058839529512	14	26	5.49726122743281	6.65246702331389	3.14582403886939	0.0145009604463132	stability	50	0.663254425250587	0.0167860687872062
ZNUC	ZNUC	50	3	6	10	24	0.977218238800297	0.241795834107954	14	26	5.48518719309406	7.69897000433602	-6.08046535923294	0.0234608496743822	expression/solubility	50	0.662223407091442	0.0168102864877058
LPTF	LPTF	50	3	7	10	24	1.1653295436737	0.293330288806598	14	26	5.48250252599038	6.31988488837513	-7.50470295987431	-0.0104283766948813	stability	50	0.661157024793388	0.0167317345231456
YDHR	YDHR	50	3	5	10	24	6.22399747515479	1.67776556915582	14	26	5.47711269689978	6.48283027738353	2.90761474318424	0.0150669798252955	expression/solubility	50	0.660090642495335	0.0166536629987355
CSPA	CSPA	50	3	4	10	24	1.4039059431208	0.358954002658035	14	26	5.47505225528631	6.57549042222092	-4.10634207887612	0.0107595542371809	expression/solubility	50	0.659059400661192	0.0166774177606338
SOHB	SOHB	50	2	15	10	24	3.37703699493209	0.902169800533186	14	26	5.4496184955591	7.69897000433602	3.56489893832441	0.0228086636279102	stability	50	0.658063139931741	0.0168016120833636
YDDW	YDDW	30	3	11	6	16	1.44810899092385	0.315198560493434	10	14	5.42852364473106	5.69897000433602	-5.87495257680458	-0.0114100989065614	stability	30	0.771800483815229	0.0437353607495296
GALK	GALK	30	7	13	6	16	1.78652172273664	0.396986662614526	10	14	5.42148930847843	6.20813816819804	-5.3998124518323	0.0110787697934483	expression/solubility	30	0.769496601773989	0.0431934413259928
FABF	FABF	50	8	17	10	24	0.384312217500372	0.0815709612500119	14	26	5.3659910145315	5.69897000433602	-1.88989915073702	-0.0183599272219762	expression/solubility	50	0.657206870799104	0.0173263629574309
DER	DER	30	16	26	6	16	0.615514477528023	0.116510131035184	10	14	5.36289922112532	6.62789866828834	-2.50307903298338	0.0146285508577142	stability	30	0.767369512616661	0.0433886500124374
RUTR	RUTR	30	3	4	6	16	0.708519906232923	0.139315265173428	10	14	5.35362112644745	6.79469209989364	2.15312226408218	0.0213188128267817	stability	30	0.765153261120074	0.0432169897484486
YBJP	YBJP	50	3	5	10	24	1.92473467077699	0.511214040213223	14	26	5.34104541047002	6.57585873131831	2.64938909697444	0.0188233392955595	expression/solubility	50	0.656280012805464	0.0176461997400865
RNR	RNR	30	31	43	6	16	0.508558548372521	0.0911219185736878	10	14	5.3332860721897	6.67726905718431	1.50404087280829	0.0256523714715707	expression/solubility	30	0.762848582622724	0.0426915261834735
GMK	GMK	40	2	8	8	20	2.00582110425875	0.502686522142368	12	20	5.3262060337651	6.74415245155239	3.67417038419538	0.0171839420643139	stability	40	0.655915435695894	0.0202783016379265
ATPG	ATPG	50	11	16	10	24	0.871799510120865	0.218458761475245	14	26	5.32194431878433	6.72777947682407	-1.23396128567379	0.014629685462094	stability	50	0.655247852302439	0.017664061078635
AHPC	AHPC	50	11	16	10	24	1.19114871263448	0.307932175160094	14	26	5.31647013162934	7.69897000433602	-1.6075676683398	0.0169986183864953	stability	50	0.654215581643543	0.0176815022065822
YFBU	YFBU	50	5	14	10	24	5.7111438345568	1.5756214354078	14	26	5.29831237505515	5.69897000433602	6.8499466940476	-0.0206898763923704	stability	50	0.653218059558117	0.0177972585089188
YJGR	YJGR	30	5	8	6	16	1.42671368522572	0.317483709233734	10	14	5.28139475442356	5.69897000433602	1.92934988359753	-0.00253759514687957	stability	30	0.760719225449516	0.0428769017980636
PPC	PPC	30	25	39	6	16	1.16487004183287	0.253244061545282	10	14	5.28066488423352	5.69897000433602	13.3970185205136	-0.0272792871081427	stability	30	0.758414015675426	0.0423618639386274
SSPA	SSPA	50	3	12	10	24	1.16822892606004	0.303371813522118	14	26	5.27615332029485	6.77356536877272	-1.83698089673832	0.0105767921182407	stability	50	0.652150709787597	0.0177151386837825
LPDA	LPDA	50	14	32	10	24	0.737903204032369	0.182467758337997	14	26	5.27379461045837	7.01944232034587	-1.20075497832559	0.0260414901456065	stability	50	0.651083360017078	0.0176335076671292
NDK	NDK	50	2	9	10	24	4.74618567966741	1.3138321040056	14	26	5.25101644787186	6.27249147320954	-3.72377146087963	0.00730923384401982	stability	50	0.650016010246558	0.017552361107548
YGER	YGER	50	4	8	10	24	1.11088088700715	0.288410035196446	14	26	5.24981508139345	6.75879697484878	-4.65290065699829	0.00482680898968009	stability	50	0.648948660476038	0.0174716947051241
DSBC	DSBC	50	8	11	10	24	0.495607893411704	0.115670931049262	14	26	5.20849345337551	7.03666996586731	-0.352447366192372	0.0471379383272856	stability	50	0.647950469684031	0.0175844965223985
YDHJ	YDHJ	30	7	7	6	16	0.316256533075192	0.0460564486300771	10	14	5.19223092648169	5.69897000433602	-2.96555465790589	-0.0233053808476555	stability	30	0.756544804520817	0.0435688749032077
IBPB	IBPB	50	3	8	10	24	47.820033296878	13.5847265658246	14	26	5.18641707867334	5.786275660791	-10.6372156629175	-0.00278878641093274	expression/solubility	50	0.647021140294683	0.0178882315257942
YAFJ	YAFJ	40	4	10	8	20	0.554148376721274	0.118996503070965	12	20	5.1771122819701	6.8586854974056	2.17607046406644	0.0282112062378276	expression/solubility	40	0.653470715835141	0.0207922500492999
FOCA	FOCA	40	2	2	8	20	0.715467363675883	0.162927976037453	12	20	5.17640043027843	5.90016852006221	-8.89505421492787	-0.0193681558778807	expression/solubility	40	0.650759219088937	0.0205502911291243
MRDB	MRDB	50	4	5	10	24	0.42711408856091	0.097312456176934	14	26	5.14929629672655	5.84921513117965	-6.25871913320845	-0.0135051662940523	expression/solubility	50	0.646056917080463	0.0180933828683825
YDIY	YDIY	50	3	5	10	24	0.880570477159072	0.228740325189048	14	26	5.10252121800809	5.73123731022151	-4.90430823798868	-0.0129537084218899	expression/solubility	50	0.645057937736957	0.0182011961963791
ZINT	ZINT	50	4	5	10	24	0.474283193899469	0.111916488347826	14	26	5.09471516569786	7.56422452911883	-7.87004224814808	0.0145608329967142	expression/solubility	50	0.64398996101885	0.0181180849091309
BLUR	BLUR	50	2	7	10	24	1.7326153670229	0.476169903120675	14	26	5.07311025977511	6.74234993333972	1.96584660635733	0.0162124266898388	stability	50	0.64295631741963	0.0181298729039838
MURC	MURC	30	5	22	6	16	0.863800154164528	0.186436785970019	10	14	5.06443961296717	6.53914834001231	-8.40907318229157	0.0174336002957337	stability	30	0.754847645429363	0.0454244600789351
YICH	YICH	30	3	14	6	16	1.3198960345679	0.302345104018141	10	14	5.05704838087887	5.69897000433602	2.22462670458016	-0.0186083691552647	expression/solubility	30	0.752539242843952	0.0448883057134989
RCSF	RCSF	50	5	6	10	24	0.709950616937603	0.181665452717445	14	26	5.03459407159461	7.69897000433602	-1.79518819997209	0.0136223388974273	stability	50	0.64202542463412	0.0184233382721095
DSBG	DSBG	50	8	11	10	24	0.699579836820375	0.178872366782259	14	26	5.02723456606378	7.69897000433602	-1.97645296459898	0.0288806267136815	expression/solubility	50	0.641025641025641	0.0185267526307989
SPPA	SPPA	50	13	18	10	24	0.354012250052977	0.0783540028737995	14	26	5.02481677339031	6.73069894563865	-2.39470693271536	0.0165951406877914	stability	50	0.639957264957265	0.0184425724771546
YNIB	YNIB	50	2	3	10	24	0.676063502483343	0.172260865455963	14	26	5.01930739104086	7.11766595026979	0.2922531015231	0.0856599951125672	expression/solubility	50	0.638888888888889	0.0183588761174968
CORC	CORC	40	8	14	8	20	1.22300231492879	0.309116412292465	12	20	5.01465592210534	6.33576427300792	-2.96679087806307	0.0119987233543131	expression/solubility	40	0.648399348887683	0.0212907248888493
ISCA	ISCA	50	4	7	10	24	1.77006387480265	0.491733801439412	14	26	5.00891459517559	6.48104126375376	7.7734910094882	-0.00751665291082722	expression/solubility	50	0.637820512820513	0.0182756593931379
POTD	POTD	50	14	18	10	24	0.350855810853406	0.0777603839948916	14	26	5.00434566384686	7.69897000433602	-3.77969500784914	-0.00261800154216919	stability	50	0.63685419671956	0.0184687717048672
QORA	QORA	40	3	7	8	20	12.048178891991	3.33335591324726	12	20	4.9965956838751	5.69897000433602	2.30515437777004	-0.00683316744204323	expression/solubility	40	0.645686380900705	0.0210445931552822
WBBJ	WBBJ	50	3	9	10	24	1.85130636393107	0.517127936243192	14	26	4.98723429588796	5.69897000433602	-1.61047524431043	-0.00707148311929549	expression/solubility	50	0.635785649409628	0.01838525453421
LAMB	LAMB	50	12	13	10	24	2.09300951961987	0.58804099104169	14	26	4.98518945873754	6.27104477334949	-4.78664051395427	0.00947235336788398	stability	50	0.634717102099695	0.0183022118929316
DTPB	DTPB	40	2	2	8	20	0.824891648512217	0.199253612111499	12	20	4.98504951117197	6.62539478190924	4.54256521704318	0.0179098670493571	expression/solubility	40	0.642973412913728	0.0208020810060324
DDLB	DDLB	50	3	10	10	24	1.08381219277429	0.292755036656299	14	26	4.98233065308603	6.83096775051954	-1.97785502254441	0.0147520604475058	stability	50	0.633648554789763	0.0182196397482042
GABT	GABT	50	11	16	10	24	0.55972827231101	0.13945731597655	14	26	4.97514365715439	6.25089412198785	4.66901361830369	0.000578433825737255	expression/solubility	50	0.632580007479831	0.0181375341127692
